Order ID,Order Date,Order Month,Order Year,Order weekday,Ship Date,Delivery time,Order Priority,Country Code,Country,Region,Sub-region,Product ID,Categories,Sales Channel,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
266614854,9/23/2013,September,2013,Monday,10/10/2013,17,M,SRB,Serbia,Europe,Southern Europe,7940,Household,Online,6115,$668.27,$502.54,"$4,086,471.05","$3,073,032.10","$1,013,438.95"
266638886,5/22/2014,May,2014,Thursday,6/19/2014,28,C,AND,Andorra,Europe,Southern Europe,7940,Household,Online,3227,$668.27,$502.54,"$2,156,507.29","$1,621,696.58","$534,810.71"
268373954,2/25/2010,February,2010,Thursday,2/28/2010,3,H,AUT,Austria,Europe,Western Europe,8681,Office Supplies,Online,6672,$651.21,$524.96,"$4,344,873.12","$3,502,533.12","$842,340.00"
270358788,12/11/2014,December,2014,Thursday,1/24/2015,44,M,ALB,Albania,Europe,Southern Europe,1270,Beverages,Offline,4028,$47.45,$31.79,"$191,128.60","$128,050.12","$63,078.48"
272361218,6/26/2010,June,2010,Saturday,7/3/2010,7,C,PRT,Portugal,Europe,Southern Europe,8969,Snacks,Offline,6592,$152.58,$97.44,"$1,005,807.36","$642,324.48","$363,482.88"
272425591,3/4/2011,March,2011,Friday,3/21/2011,17,L,DNK,Denmark,Europe,Northern Europe,4594,Fruits,Online,5641,$9.33,$6.92,"$52,630.53","$39,035.72","$13,594.81"
273662412,7/20/2010,July,2010,Tuesday,7/23/2010,3,C,BGR,Bulgaria,Europe,Eastern Europe,8875,Meat,Online,1644,$421.89,$364.69,"$693,587.16","$599,550.36","$94,036.80"
273940503,9/14/2011,September,2011,Wednesday,10/19/2011,35,L,ROU,Romania,Europe,Eastern Europe,2103,Cereal,Online,3937,$205.70,$117.11,"$809,840.90","$461,062.07","$348,778.83"
274694526,4/13/2017,April,2017,Thursday,5/11/2017,28,C,MLT,Malta,Europe,Southern Europe,3127,Personal Care,Offline,7069,$81.73,$56.67,"$577,749.37","$400,600.23","$177,149.14"
274989354,5/28/2012,May,2012,Monday,7/10/2012,43,M,SWE,Sweden,Europe,Northern Europe,8969,Snacks,Online,4316,$152.58,$97.44,"$658,535.28","$420,551.04","$237,984.24"
276784074,3/21/2015,March,2015,Saturday,4/15/2015,25,C,DEU,Germany,Europe,Western Europe,2455,Clothes,Online,5413,$109.28,$35.84,"$591,532.64","$194,001.92","$397,530.72"
276850593,8/21/2011,August,2011,Sunday,9/3/2011,13,L,MLT,Malta,Europe,Southern Europe,7331,Baby Food,Offline,5097,$255.28,$159.42,"$1,301,162.16","$812,563.74","$488,598.42"
278513133,10/25/2010,October,2010,Monday,11/5/2010,11,H,MKD,Macedonia,Europe,Southern Europe,4594,Fruits,Online,7080,$9.33,$6.92,"$66,056.40","$48,993.60","$17,062.80"
279338395,1/10/2014,January,2014,Friday,2/24/2014,45,L,RUS,Russia,Europe,Eastern Europe,2103,Cereal,Online,1293,$205.70,$117.11,"$265,970.10","$151,423.23","$114,546.87"
279703605,1/1/2010,January,2010,Friday,1/10/2010,9,C,HUN,Hungary,Europe,Eastern Europe,7331,Baby Food,Offline,9367,$255.28,$159.42,"$2,391,207.76","$1,493,287.14","$897,920.62"
279816472,3/9/2014,March,2014,Sunday,4/14/2014,36,H,PRT,Portugal,Europe,Southern Europe,8969,Snacks,Offline,2767,$152.58,$97.44,"$422,188.86","$269,616.48","$152,572.38"
280192410,7/16/2011,July,2011,Saturday,8/28/2011,43,H,FIN,Finland,Europe,Northern Europe,2103,Cereal,Online,4016,$205.70,$117.11,"$826,091.20","$470,313.76","$355,777.44"
280477797,10/23/2011,October,2011,Sunday,10/24/2011,1,L,GRC,Greece,Europe,Southern Europe,2103,Cereal,Offline,8468,$205.70,$117.11,"$1,741,867.60","$991,687.48","$750,180.12"
281100928,9/16/2012,September,2012,Sunday,11/3/2012,48,H,ITA,Italy,Europe,Southern Europe,8969,Snacks,Online,2866,$152.58,$97.44,"$437,294.28","$279,263.04","$158,031.24"
282917964,1/20/2015,January,2015,Tuesday,1/27/2015,7,L,RUS,Russia,Europe,Eastern Europe,8681,Office Supplies,Offline,567,$651.21,$524.96,"$369,236.07","$297,652.32","$71,583.75"
284108436,3/29/2014,March,2014,Saturday,4/3/2014,5,M,MLT,Malta,Europe,Southern Europe,8293,Cosmetics,Online,2854,$437.20,$263.33,"$1,247,768.80","$751,543.82","$496,224.98"
284310567,7/20/2016,July,2016,Wednesday,9/2/2016,44,M,POL,Poland,Europe,Eastern Europe,8293,Cosmetics,Offline,2670,$437.20,$263.33,"$1,167,324.00","$703,091.10","$464,232.90"
284403264,12/7/2016,December,2016,Wednesday,12/27/2016,20,C,SWE,Sweden,Europe,Northern Europe,5988,Vegetables,Offline,101,$154.06,$90.93,"$15,560.06","$9,183.93","$6,376.13"
284435451,6/29/2013,June,2013,Saturday,6/29/2013,0,C,MNE,Montenegro,Europe,Southern Europe,3127,Personal Care,Offline,9625,$81.73,$56.67,"$786,651.25","$545,448.75","$241,202.50"
284595954,10/27/2016,October,2016,Thursday,10/29/2016,2,C,SMR,San Marino,Europe,Southern Europe,8293,Cosmetics,Offline,7122,$437.20,$263.33,"$3,113,738.40","$1,875,436.26","$1,238,302.14"
285343968,8/31/2014,August,2014,Sunday,9/5/2014,5,C,SRB,Serbia,Europe,Southern Europe,5988,Vegetables,Online,8476,$154.06,$90.93,"$1,305,812.56","$770,722.68","$535,089.88"
287151563,8/2/2014,August,2014,Saturday,8/11/2014,9,M,CHE,Switzerland,Europe,Western Europe,3127,Personal Care,Offline,3383,$81.73,$56.67,"$276,492.59","$191,714.61","$84,777.98"
287917602,12/3/2012,December,2012,Monday,1/5/2013,33,L,DEU,Germany,Europe,Western Europe,3127,Personal Care,Online,71,$81.73,$56.67,"$5,802.83","$4,023.57","$1,779.26"
288073384,1/15/2015,January,2015,Thursday,2/16/2015,32,H,GRC,Greece,Europe,Southern Europe,7331,Baby Food,Offline,6171,$255.28,$159.42,"$1,575,332.88","$983,780.82","$591,552.06"
288656175,11/30/2015,November,2015,Monday,12/30/2015,30,L,BIH,Bosnia and Herzegovina,Europe,Southern Europe,8681,Office Supplies,Offline,8632,$651.21,$524.96,"$5,621,244.72","$4,531,454.72","$1,089,790.00"
290317428,2/21/2016,February,2016,Sunday,4/2/2016,41,M,ITA,Italy,Europe,Southern Europe,8875,Meat,Online,233,$421.89,$364.69,"$98,300.37","$84,972.77","$13,327.60"
291160714,4/10/2012,April,2012,Tuesday,5/26/2012,46,H,AND,Andorra,Europe,Southern Europe,8293,Cosmetics,Online,9780,$437.20,$263.33,"$4,275,816.00","$2,575,367.40","$1,700,448.60"
291179597,2/13/2017,February,2017,Monday,2/20/2017,7,H,LIE,Liechtenstein,Europe,Western Europe,7940,Household,Online,5368,$668.27,$502.54,"$3,587,273.36","$2,697,634.72","$889,638.64"
291305768,1/5/2013,January,2013,Saturday,1/6/2013,1,H,BIH,Bosnia and Herzegovina,Europe,Southern Europe,4594,Fruits,Online,2705,$9.33,$6.92,"$25,237.65","$18,718.60","$6,519.05"
291531503,10/23/2013,October,2013,Wednesday,10/26/2013,3,L,SVK,Slovakia,Europe,Eastern Europe,1270,Beverages,Online,9505,$47.45,$31.79,"$451,012.25","$302,163.95","$148,848.30"
291611325,2/1/2017,February,2017,Wednesday,2/10/2017,9,M,HUN,Hungary,Europe,Eastern Europe,8969,Snacks,Offline,3126,$152.58,$97.44,"$476,965.08","$304,597.44","$172,367.64"
291995418,5/2/2010,May,2010,Sunday,6/6/2010,35,L,Unknow,Unknow,Unknow,Unknow,4594,Fruits,Online,6788,$9.33,$6.92,"$63,332.04","$46,972.96","$16,359.08"
292424571,5/24/2012,May,2012,Thursday,6/5/2012,12,C,Unknow,Unknow,Unknow,Unknow,8293,Cosmetics,Offline,3784,$437.20,$263.33,"$1,654,364.80","$996,440.72","$657,924.08"
293178594,5/27/2010,May,2010,Thursday,6/1/2010,5,C,SMR,San Marino,Europe,Southern Europe,3127,Personal Care,Online,6916,$81.73,$56.67,"$565,244.68","$391,929.72","$173,314.96"
295168149,5/28/2016,May,2016,Saturday,7/16/2016,49,L,SVN,Slovenia,Europe,Southern Europe,4594,Fruits,Offline,5669,$9.33,$6.92,"$52,891.77","$39,229.48","$13,662.29"
295787847,1/18/2015,January,2015,Sunday,2/16/2015,29,H,LIE,Liechtenstein,Europe,Western Europe,7331,Baby Food,Online,9052,$255.28,$159.42,"$2,310,794.56","$1,443,069.84","$867,724.72"
296073234,4/27/2015,April,2015,Monday,6/4/2015,38,C,MLT,Malta,Europe,Southern Europe,7331,Baby Food,Offline,3504,$255.28,$159.42,"$894,501.12","$558,607.68","$335,893.44"
298228013,9/20/2010,September,2010,Monday,10/25/2010,35,H,SWE,Sweden,Europe,Northern Europe,5988,Vegetables,Online,1151,$154.06,$90.93,"$177,323.06","$104,660.43","$72,662.63"
298978602,1/16/2014,January,2014,Thursday,1/28/2014,12,M,FRA,France,Europe,Western Europe,2455,Clothes,Offline,3267,$109.28,$35.84,"$357,017.76","$117,089.28","$239,928.48"
299335229,12/12/2011,December,2011,Monday,12/24/2011,12,M,ROU,Romania,Europe,Eastern Europe,8293,Cosmetics,Offline,8801,$437.20,$263.33,"$3,847,797.20","$2,317,567.33","$1,530,229.87"
299739491,7/25/2016,July,2016,Monday,9/1/2016,38,M,Unknow,Unknow,Unknow,Unknow,4594,Fruits,Offline,8431,$9.33,$6.92,"$78,661.23","$58,342.52","$20,318.71"
302015721,3/22/2014,March,2014,Saturday,4/17/2014,26,H,SRB,Serbia,Europe,Southern Europe,7331,Baby Food,Online,2018,$255.28,$159.42,"$515,155.04","$321,709.56","$193,445.48"
302442729,12/23/2012,December,2012,Sunday,1/17/2013,25,C,MLT,Malta,Europe,Southern Europe,7331,Baby Food,Offline,8379,$255.28,$159.42,"$2,138,991.12","$1,335,780.18","$803,210.94"
302744853,10/16/2014,October,2014,Thursday,11/2/2014,17,H,HUN,Hungary,Europe,Eastern Europe,3127,Personal Care,Offline,7785,$81.73,$56.67,"$636,268.05","$441,175.95","$195,092.10"
303534495,8/13/2011,August,2011,Saturday,8/18/2011,5,H,ISL,Iceland,Europe,Northern Europe,4594,Fruits,Offline,1457,$9.33,$6.92,"$13,593.81","$10,082.44","$3,511.37"
305569112,4/14/2011,April,2011,Thursday,6/3/2011,50,M,ESP,Spain,Europe,Southern Europe,5988,Vegetables,Offline,3545,$154.06,$90.93,"$546,142.70","$322,346.85","$223,795.85"
305616748,6/6/2010,June,2010,Sunday,7/1/2010,25,M,MNE,Montenegro,Europe,Southern Europe,2103,Cereal,Offline,7642,$205.70,$117.11,"$1,571,959.40","$894,954.62","$677,004.78"
306256616,11/14/2012,November,2012,Wednesday,11/18/2012,4,L,ITA,Italy,Europe,Southern Europe,3127,Personal Care,Offline,6993,$81.73,$56.67,"$571,537.89","$396,293.31","$175,244.58"
306839406,9/29/2013,September,2013,Sunday,10/1/2013,2,H,DNK,Denmark,Europe,Northern Europe,7331,Baby Food,Offline,9454,$255.28,$159.42,"$2,413,417.12","$1,507,156.68","$906,260.44"
307305467,7/29/2013,July,2013,Monday,8/10/2013,12,M,Unknow,Unknow,Unknow,Unknow,4594,Fruits,Online,7371,$9.33,$6.92,"$68,771.43","$51,007.32","$17,764.11"
307721745,12/14/2010,December,2010,Tuesday,1/1/2011,18,M,ITA,Italy,Europe,Southern Europe,8969,Snacks,Online,558,$152.58,$97.44,"$85,139.64","$54,371.52","$30,768.12"
308582627,12/23/2012,December,2012,Sunday,2/9/2013,48,C,SRB,Serbia,Europe,Southern Europe,1270,Beverages,Offline,5312,$47.45,$31.79,"$252,054.40","$168,868.48","$83,185.92"
309148681,4/23/2012,April,2012,Monday,5/5/2012,12,M,ESP,Spain,Europe,Southern Europe,7940,Household,Offline,2819,$668.27,$502.54,"$1,883,853.13","$1,416,660.26","$467,192.87"
309188163,7/24/2015,July,2015,Friday,8/12/2015,19,C,BEL,Belgium,Europe,Western Europe,4594,Fruits,Online,4503,$9.33,$6.92,"$42,012.99","$31,160.76","$10,852.23"
309285581,2/26/2017,February,2017,Sunday,4/17/2017,50,H,IRL,Ireland,Europe,Northern Europe,3127,Personal Care,Offline,3331,$81.73,$56.67,"$272,242.63","$188,767.77","$83,474.86"
309342658,2/25/2011,February,2011,Friday,3/28/2011,31,C,ITA,Italy,Europe,Southern Europe,3127,Personal Care,Online,222,$81.73,$56.67,"$18,144.06","$12,580.74","$5,563.32"
310588920,12/14/2012,December,2012,Friday,1/6/2013,23,H,MLT,Malta,Europe,Southern Europe,8293,Cosmetics,Offline,9018,$437.20,$263.33,"$3,942,669.60","$2,374,709.94","$1,567,959.66"
311221492,4/11/2016,April,2016,Monday,5/7/2016,26,L,SWE,Sweden,Europe,Northern Europe,4594,Fruits,Online,6210,$9.33,$6.92,"$57,939.30","$42,973.20","$14,966.10"
311688840,1/22/2015,January,2015,Thursday,2/14/2015,23,L,GBR,United Kingdom,Europe,Northern Europe,3127,Personal Care,Offline,4509,$81.73,$56.67,"$368,520.57","$255,525.03","$112,995.54"
311921012,8/15/2010,August,2010,Sunday,8/26/2010,11,H,BLR,Belarus,Europe,Eastern Europe,1270,Beverages,Online,3214,$47.45,$31.79,"$152,504.30","$102,173.06","$50,331.24"
311956632,1/4/2017,January,2017,Wednesday,1/10/2017,6,C,EST,Estonia,Europe,Northern Europe,8293,Cosmetics,Offline,3755,$437.20,$263.33,"$1,641,686.00","$988,804.15","$652,881.85"
313178002,10/19/2013,October,2013,Saturday,12/6/2013,48,C,BGR,Bulgaria,Europe,Eastern Europe,1270,Beverages,Offline,5185,$47.45,$31.79,"$246,028.25","$164,831.15","$81,197.10"
313705861,5/29/2016,May,2016,Sunday,7/10/2016,42,L,MNE,Montenegro,Europe,Southern Europe,4594,Fruits,Offline,1390,$9.33,$6.92,"$12,968.70","$9,618.80","$3,349.90"
313821303,12/5/2010,December,2010,Sunday,1/17/2011,43,H,HUN,Hungary,Europe,Eastern Europe,8681,Office Supplies,Online,5552,$651.21,$524.96,"$3,615,517.92","$2,914,577.92","$700,940.00"
314782178,6/15/2012,June,2012,Friday,7/12/2012,27,L,ITA,Italy,Europe,Southern Europe,7331,Baby Food,Offline,9896,$255.28,$159.42,"$2,526,250.88","$1,577,620.32","$948,630.56"
315066277,10/10/2013,October,2013,Thursday,11/28/2013,49,L,SVK,Slovakia,Europe,Eastern Europe,8969,Snacks,Offline,3968,$152.58,$97.44,"$605,437.44","$386,641.92","$218,795.52"
316466176,5/22/2014,May,2014,Thursday,6/2/2014,11,H,EST,Estonia,Europe,Northern Europe,7331,Baby Food,Offline,8229,$255.28,$159.42,"$2,100,699.12","$1,311,867.18","$788,831.94"
317006051,4/30/2017,April,2017,Sunday,6/5/2017,36,H,GRC,Greece,Europe,Southern Europe,1270,Beverages,Offline,7990,$47.45,$31.79,"$379,125.50","$254,002.10","$125,123.40"
318523538,10/7/2015,October,2015,Wednesday,11/5/2015,29,M,EST,Estonia,Europe,Northern Europe,2103,Cereal,Online,7048,$205.70,$117.11,"$1,449,773.60","$825,391.28","$624,382.32"
320431125,3/11/2015,March,2015,Wednesday,4/17/2015,37,H,AND,Andorra,Europe,Southern Europe,1270,Beverages,Online,1545,$47.45,$31.79,"$73,310.25","$49,115.55","$24,194.70"
321628463,4/27/2011,April,2011,Wednesday,5/14/2011,17,L,POL,Poland,Europe,Eastern Europe,7940,Household,Online,5864,$668.27,$502.54,"$3,918,735.28","$2,946,894.56","$971,840.72"
322524106,5/20/2015,May,2015,Wednesday,5/20/2015,0,C,CZE,Czech Republic,Europe,Eastern Europe,2103,Cereal,Offline,905,$205.70,$117.11,"$186,158.50","$105,984.55","$80,173.95"
323293578,12/24/2015,December,2015,Thursday,2/2/2016,40,H,AUT,Austria,Europe,Western Europe,2103,Cereal,Online,8609,$205.70,$117.11,"$1,770,871.30","$1,008,199.99","$762,671.31"
325314033,1/6/2012,January,2012,Friday,1/30/2012,24,H,CYP,Cyprus,Asia,Western Asia,2455,Clothes,Online,6506,$109.28,$35.84,"$710,975.68","$233,175.04","$477,800.64"
327072703,11/1/2013,November,2013,Friday,11/16/2013,15,C,SVK,Slovakia,Europe,Eastern Europe,8293,Cosmetics,Online,6936,$437.20,$263.33,"$3,032,419.20","$1,826,456.88","$1,205,962.32"
327604424,4/21/2013,April,2013,Sunday,5/13/2013,22,L,HUN,Hungary,Europe,Eastern Europe,1270,Beverages,Online,4284,$47.45,$31.79,"$203,275.80","$136,188.36","$67,087.44"
328322827,6/30/2012,June,2012,Saturday,7/19/2012,19,C,AND,Andorra,Europe,Southern Europe,8293,Cosmetics,Online,6876,$437.20,$263.33,"$3,006,187.20","$1,810,657.08","$1,195,530.12"
328721082,12/14/2016,December,2016,Wednesday,12/18/2016,4,L,Unknow,Unknow,Unknow,Unknow,7331,Baby Food,Online,4728,$255.28,$159.42,"$1,206,963.84","$753,737.76","$453,226.08"
329529607,1/18/2011,January,2011,Tuesday,1/23/2011,5,L,UKR,Ukraine,Europe,Eastern Europe,8293,Cosmetics,Online,3988,$437.20,$263.33,"$1,743,553.60","$1,050,160.04","$693,393.56"
330590474,1/30/2012,January,2012,Monday,3/14/2012,44,L,NOR,Norway,Europe,Northern Europe,8681,Office Supplies,Online,7923,$651.21,$524.96,"$5,159,536.83","$4,159,258.08","$1,000,278.75"
332268464,11/6/2013,November,2013,Wednesday,12/14/2013,38,C,POL,Poland,Europe,Eastern Europe,2103,Cereal,Online,4477,$205.70,$117.11,"$920,918.90","$524,301.47","$396,617.43"
332353007,10/6/2010,October,2010,Wednesday,11/22/2010,47,H,HUN,Hungary,Europe,Eastern Europe,8293,Cosmetics,Online,9495,$437.20,$263.33,"$4,151,214.00","$2,500,318.35","$1,650,895.65"
333304440,6/11/2017,June,2017,Sunday,7/5/2017,24,L,CYP,Cyprus,Asia,Western Asia,8875,Meat,Online,1046,$421.89,$364.69,"$441,296.94","$381,465.74","$59,831.20"
334539973,4/18/2010,April,2010,Sunday,5/11/2010,23,M,ITA,Italy,Europe,Southern Europe,2455,Clothes,Online,6667,$109.28,$35.84,"$728,569.76","$238,945.28","$489,624.48"
336111962,5/24/2012,May,2012,Thursday,6/16/2012,23,M,Unknow,Unknow,Unknow,Unknow,3127,Personal Care,Offline,1854,$81.73,$56.67,"$151,527.42","$105,066.18","$46,461.24"
336813628,1/16/2010,January,2010,Saturday,2/23/2010,38,C,SWE,Sweden,Europe,Northern Europe,8293,Cosmetics,Offline,9492,$437.20,$263.33,"$4,149,902.40","$2,499,528.36","$1,650,374.04"
337354791,12/9/2011,December,2011,Friday,1/28/2012,50,L,NOR,Norway,Europe,Northern Europe,8293,Cosmetics,Offline,9634,$437.20,$263.33,"$4,211,984.80","$2,536,921.22","$1,675,063.58"
339786803,9/17/2011,September,2011,Saturday,10/25/2011,38,H,LUX,Luxembourg,Europe,Western Europe,8681,Office Supplies,Offline,9321,$651.21,$524.96,"$6,069,928.41","$4,893,152.16","$1,176,776.25"
339999663,5/26/2015,May,2015,Tuesday,6/13/2015,18,L,MLT,Malta,Europe,Southern Europe,8969,Snacks,Online,2311,$152.58,$97.44,"$352,612.38","$225,183.84","$127,428.54"
340213811,6/20/2010,June,2010,Sunday,7/26/2010,36,C,FRA,France,Europe,Western Europe,8681,Office Supplies,Online,5682,$651.21,$524.96,"$3,700,175.22","$2,982,822.72","$717,352.50"
341398274,1/22/2017,January,2017,Sunday,3/7/2017,44,L,GEO,Georgia,Asia,Western Asia,8969,Snacks,Offline,6191,$152.58,$97.44,"$944,622.78","$603,251.04","$341,371.74"
343185698,3/7/2013,March,2013,Thursday,4/25/2013,49,H,EST,Estonia,Europe,Northern Europe,8681,Office Supplies,Offline,5129,$651.21,$524.96,"$3,340,056.09","$2,692,519.84","$647,536.25"
343730294,5/1/2017,May,2017,Monday,5/28/2017,27,L,LVA,Latvia,Europe,Northern Europe,8681,Office Supplies,Online,6287,$651.21,$524.96,"$4,094,157.27","$3,300,423.52","$793,733.75"
343889510,2/19/2014,February,2014,Wednesday,4/2/2014,42,M,UKR,Ukraine,Europe,Eastern Europe,1270,Beverages,Online,3403,$47.45,$31.79,"$161,472.35","$108,181.37","$53,290.98"
344160735,10/9/2010,October,2010,Saturday,11/20/2010,42,M,NLD,Netherlands,Europe,Western Europe,8875,Meat,Online,3664,$421.89,$364.69,"$1,545,804.96","$1,336,224.16","$209,580.80"
346498763,3/18/2011,March,2011,Friday,4/2/2011,15,L,MCO,Monaco,Europe,Western Europe,5988,Vegetables,Online,5539,$154.06,$90.93,"$853,338.34","$503,661.27","$349,677.07"
347609412,9/10/2014,September,2014,Wednesday,9/17/2014,7,C,CHE,Switzerland,Europe,Western Europe,8293,Cosmetics,Offline,4205,$437.20,$263.33,"$1,838,426.00","$1,107,302.65","$731,123.35"
348080623,5/3/2010,May,2010,Monday,5/19/2010,16,M,AND,Andorra,Europe,Southern Europe,8969,Snacks,Online,3646,$152.58,$97.44,"$556,306.68","$355,266.24","$201,040.44"
349060380,9/16/2016,September,2016,Friday,9/28/2016,12,H,MKD,Macedonia,Europe,Southern Europe,7331,Baby Food,Online,3578,$255.28,$159.42,"$913,391.84","$570,404.76","$342,987.08"
349212729,7/27/2016,July,2016,Wednesday,9/11/2016,46,C,BGR,Bulgaria,Europe,Eastern Europe,8875,Meat,Online,8662,$421.89,$364.69,"$3,654,411.18","$3,158,944.78","$495,466.40"
350550401,3/25/2012,March,2012,Sunday,4/22/2012,28,H,SRB,Serbia,Europe,Southern Europe,8293,Cosmetics,Online,4508,$437.20,$263.33,"$1,970,897.60","$1,187,091.64","$783,805.96"
350977408,12/26/2010,December,2010,Sunday,1/22/2011,27,C,MKD,Macedonia,Europe,Southern Europe,8293,Cosmetics,Online,869,$437.20,$263.33,"$379,926.80","$228,833.77","$151,093.03"
351247346,3/29/2016,March,2016,Tuesday,5/8/2016,40,H,MCO,Monaco,Europe,Western Europe,3127,Personal Care,Online,750,$81.73,$56.67,"$61,297.50","$42,502.50","$18,795.00"
352342545,2/19/2017,February,2017,Sunday,3/27/2017,36,M,ESP,Spain,Europe,Southern Europe,8969,Snacks,Offline,4844,$152.58,$97.44,"$739,097.52","$471,999.36","$267,098.16"
353191840,6/8/2013,June,2013,Saturday,7/9/2013,31,H,EST,Estonia,Europe,Northern Europe,2455,Clothes,Offline,6169,$109.28,$35.84,"$674,148.32","$221,096.96","$453,051.36"
353320157,8/19/2012,August,2012,Sunday,8/22/2012,3,L,MNE,Montenegro,Europe,Southern Europe,8293,Cosmetics,Offline,4141,$437.20,$263.33,"$1,810,445.20","$1,090,449.53","$719,995.67"
353383243,5/15/2014,May,2014,Thursday,6/9/2014,25,L,Unknow,Unknow,Unknow,Unknow,8681,Office Supplies,Online,2809,$651.21,$524.96,"$1,829,248.89","$1,474,612.64","$354,636.25"
353415429,12/4/2010,December,2010,Saturday,12/8/2010,4,M,CZE,Czech Republic,Europe,Eastern Europe,3127,Personal Care,Online,2334,$81.73,$56.67,"$190,757.82","$132,267.78","$58,490.04"
353475940,10/2/2014,October,2014,Thursday,10/4/2014,2,H,NLD,Netherlands,Europe,Western Europe,3127,Personal Care,Offline,240,$81.73,$56.67,"$19,615.20","$13,600.80","$6,014.40"
353492677,4/17/2016,April,2016,Sunday,5/23/2016,36,C,HUN,Hungary,Europe,Eastern Europe,4594,Fruits,Offline,5193,$9.33,$6.92,"$48,450.69","$35,935.56","$12,515.13"
354270303,10/14/2012,October,2012,Sunday,11/27/2012,44,L,SMR,San Marino,Europe,Southern Europe,5988,Vegetables,Offline,5310,$154.06,$90.93,"$818,058.60","$482,838.30","$335,220.30"
354655683,7/24/2012,July,2012,Tuesday,7/31/2012,7,M,MKD,Macedonia,Europe,Southern Europe,1270,Beverages,Offline,9353,$47.45,$31.79,"$443,799.85","$297,331.87","$146,467.98"
354667699,11/21/2012,November,2012,Wednesday,12/29/2012,38,L,HRV,Croatia,Europe,Southern Europe,8681,Office Supplies,Offline,2908,$651.21,$524.96,"$1,893,718.68","$1,526,583.68","$367,135.00"
354931628,5/30/2010,May,2010,Sunday,6/8/2010,9,H,IRL,Ireland,Europe,Northern Europe,3127,Personal Care,Offline,1011,$81.73,$56.67,"$82,629.03","$57,293.37","$25,335.66"
355534589,1/31/2015,January,2015,Saturday,2/6/2015,6,H,GRC,Greece,Europe,Southern Europe,2455,Clothes,Online,9440,$109.28,$35.84,"$1,031,603.20","$338,329.60","$693,273.60"
356413495,1/12/2010,January,2010,Tuesday,1/18/2010,6,L,BIH,Bosnia and Herzegovina,Europe,Southern Europe,3127,Personal Care,Offline,9528,$81.73,$56.67,"$778,723.44","$539,951.76","$238,771.68"
357434880,5/22/2015,May,2015,Friday,6/29/2015,38,C,MNE,Montenegro,Europe,Southern Europe,8293,Cosmetics,Online,1779,$437.20,$263.33,"$777,778.80","$468,464.07","$309,314.73"
357482516,7/14/2014,July,2014,Monday,7/28/2014,14,C,IRL,Ireland,Europe,Northern Europe,1270,Beverages,Online,5875,$47.45,$31.79,"$278,768.75","$186,766.25","$92,002.50"
357930982,1/16/2016,January,2016,Saturday,3/5/2016,49,C,ALB,Albania,Europe,Southern Europe,2455,Clothes,Offline,8586,$109.28,$35.84,"$938,278.08","$307,722.24","$630,555.84"
357943856,2/24/2013,February,2013,Sunday,3/17/2013,21,L,NOR,Norway,Europe,Northern Europe,7331,Baby Food,Offline,2396,$255.28,$159.42,"$611,650.88","$381,970.32","$229,680.56"
358594453,12/20/2016,December,2016,Tuesday,2/2/2017,44,L,ISL,Iceland,Europe,Northern Europe,8969,Snacks,Offline,4922,$152.58,$97.44,"$750,998.76","$479,599.68","$271,399.08"
358624064,8/15/2015,August,2015,Saturday,10/3/2015,49,H,RUS,Russia,Europe,Eastern Europe,2455,Clothes,Offline,3685,$109.28,$35.84,"$402,696.80","$132,070.40","$270,626.40"
359197413,1/26/2014,January,2014,Sunday,3/8/2014,41,L,GEO,Georgia,Asia,Western Asia,7331,Baby Food,Online,3352,$255.28,$159.42,"$855,698.56","$534,375.84","$321,322.72"
359893071,7/22/2011,July,2011,Friday,8/6/2011,15,H,ITA,Italy,Europe,Southern Europe,5988,Vegetables,Online,9212,$154.06,$90.93,"$1,419,200.72","$837,647.16","$581,553.56"
361311852,1/6/2017,January,2017,Friday,2/15/2017,40,L,DEU,Germany,Europe,Western Europe,7331,Baby Food,Offline,9061,$255.28,$159.42,"$2,313,092.08","$1,444,504.62","$868,587.46"
361659038,6/30/2012,June,2012,Saturday,8/3/2012,34,L,LUX,Luxembourg,Europe,Western Europe,2103,Cereal,Online,1801,$205.70,$117.11,"$370,465.70","$210,915.11","$159,550.59"
361725556,6/27/2016,June,2016,Monday,7/18/2016,21,L,SMR,San Marino,Europe,Southern Europe,5988,Vegetables,Offline,1485,$154.06,$90.93,"$228,779.10","$135,031.05","$93,748.05"
362258565,11/29/2014,November,2014,Saturday,12/14/2014,15,C,ARM,Armenia,Asia,Western Asia,4594,Fruits,Offline,9214,$9.33,$6.92,"$85,966.62","$63,760.88","$22,205.74"
364715468,2/15/2012,February,2012,Wednesday,2/19/2012,4,M,HRV,Croatia,Europe,Southern Europe,8293,Cosmetics,Offline,6267,$437.20,$263.33,"$2,739,932.40","$1,650,289.11","$1,089,643.29"
364854514,9/13/2012,September,2012,Thursday,10/3/2012,20,M,Unknow,Unknow,Unknow,Unknow,7331,Baby Food,Offline,7413,$255.28,$159.42,"$1,892,390.64","$1,181,780.46","$710,610.18"
367328155,6/16/2011,June,2011,Thursday,7/30/2011,44,L,FRA,France,Europe,Western Europe,7940,Household,Online,9419,$668.27,$502.54,"$6,294,435.13","$4,733,424.26","$1,561,010.87"
